verb_id,language,mood,tense,pronoun,conjugated_form
3,FR,Participe,Participe passé,masculin pluriel,faits
3,FR,Participe,Participe passé,feminin singulier,faite
3,FR,Participe,Participe passé,feminin pluriel,faites
3,FR,Indicatif,Passé composé,je,j'ai fait
3,FR,Indicatif,Passé composé,tu,as fait
3,FR,Indicatif,Passé composé,"il (elle, on)",a fait
3,FR,Indicatif,Passé composé,nous,avons fait
3,FR,Indicatif,Passé composé,vous,avez fait
3,FR,Indicatif,Passé composé,ils (elles),ont fait
3,ES,Indicativo,Imperfecto,tú,hí
3,ES,Indicativo,Imperfecto,él/ella,hías
3,ES,Indicativo,Imperfecto,vosotros,hió
3,ES,Indicativo,Imperfecto,ellos/ellas,híamos
3,ES,Indicativo,Pretérito pluscuamperfecto,yo,hido
3,ES,Indicativo,Pretérito pluscuamperfecto,tú,hido
3,ES,Indicativo,Pretérito pluscuamperfecto,él/ella,hido
3,ES,Indicativo,Pretérito pluscuamperfecto,nosotros,hido
3,ES,Indicativo,Pretérito pluscuamperfecto,vosotros,hido
3,ES,Indicativo,Pretérito pluscuamperfecto,ellos/ellas,hido
3,ES,Indicativo,Presente,yo,hago
3,ES,Indicativo,Presente,tú,haces
3,ES,Indicativo,Presente,él/ella,hace
3,ES,Indicativo,Presente,nosotros,hacemos
3,ES,Indicativo,Presente,vosotros,hacéis
3,ES,Indicativo,Presente,ellos/ellas,hacen
3,ES,Indicativo,pretérito perfecto compuesto,yo,hecho
3,ES,Indicativo,pretérito perfecto compuesto,tú,hecho
3,ES,Indicativo,pretérito perfecto compuesto,él/ella,hecho
3,ES,Indicativo,pretérito perfecto compuesto,nosotros,hecho
3,ES,Indicativo,pretérito perfecto compuesto,vosotros,hecho
3,ES,Indicativo,pretérito perfecto compuesto,ellos/ellas,hecho
3,ES,Indicativo,Imperfecto,yo,hacía
3,ES,Indicativo,Imperfecto,tú,hacías
3,ES,Indicativo,Imperfecto,él/ella,hacía
3,ES,Indicativo,Imperfecto,nosotros,hacíamos
3,ES,Indicativo,Imperfecto,vosotros,hacíais
3,ES,Indicativo,Imperfecto,ellos/ellas,hacían
3,ES,Indicativo,pretérito pluscuamperfecto,yo,hecho
3,ES,Indicativo,pretérito pluscuamperfecto,tú,hecho
3,ES,Indicativo,pretérito pluscuamperfecto,él/ella,hecho
3,ES,Indicativo,pretérito pluscuamperfecto,nosotros,hecho
3,ES,Indicativo,pretérito pluscuamperfecto,vosotros,hecho
3,ES,Indicativo,pretérito pluscuamperfecto,ellos/ellas,hecho
3,ES,Indicativo,Pretérito indefinido,yo,hice
3,ES,Indicativo,Pretérito indefinido,tú,hiciste
3,ES,Indicativo,Pretérito indefinido,él/ella,hizo
3,ES,Indicativo,Pretérito indefinido,nosotros,hicimos
3,ES,Indicativo,Pretérito indefinido,vosotros,hicisteis
3,ES,Indicativo,Pretérito indefinido,ellos/ellas,hicieron
3,ES,Indicativo,pretérito anterior,yo,hecho
3,ES,Indicativo,pretérito anterior,tú,hecho
3,ES,Indicativo,pretérito anterior,él/ella,hecho
3,ES,Indicativo,pretérito anterior,nosotros,hecho
3,ES,Indicativo,pretérito anterior,vosotros,hecho
3,ES,Indicativo,pretérito anterior,ellos/ellas,hecho
3,ES,Indicativo,Futuro,yo,haré
3,ES,Indicativo,Futuro,tú,harás
3,ES,Indicativo,Futuro,él/ella,hará
3,ES,Indicativo,Futuro,nosotros,haremos
3,ES,Indicativo,Futuro,vosotros,haréis
3,ES,Indicativo,Futuro,ellos/ellas,harán
3,ES,Indicativo,futuro perfecto,yo,hecho
3,ES,Indicativo,futuro perfecto,tú,hecho
3,ES,Indicativo,futuro perfecto,él/ella,hecho
3,ES,Indicativo,futuro perfecto,nosotros,hecho
3,ES,Indicativo,futuro perfecto,vosotros,hecho
3,ES,Indicativo,futuro perfecto,ellos/ellas,hecho
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,tú,hiese
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,él/ella,hieras
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,vosotros,hiese
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,ellos/ellas,hiéramos
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,yo,hido
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,tú,hido
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,él/ella,hido
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,nosotros,hido
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,vosotros,hido
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,ellos/ellas,hido
3,ES,Subjuntivo,Subjuntivo futuro,yo,hiré
3,ES,Subjuntivo,Subjuntivo futuro,tú,hiría
3,ES,Subjuntivo,Subjuntivo futuro,él/ella,hieres
3,ES,Subjuntivo,Subjuntivo futuro,nosotros,hirá
3,ES,Subjuntivo,Subjuntivo futuro,vosotros,hiría
3,ES,Subjuntivo,Subjuntivo futuro,ellos/ellas,hiéremos
3,ES,Subjuntivo,Subjuntivo futuro perfecto,yo,hido
3,ES,Subjuntivo,Subjuntivo futuro perfecto,tú,hido
3,ES,Subjuntivo,Subjuntivo futuro perfecto,él/ella,hido
3,ES,Subjuntivo,Subjuntivo futuro perfecto,nosotros,hido
3,ES,Subjuntivo,Subjuntivo futuro perfecto,vosotros,hido
3,ES,Subjuntivo,Subjuntivo futuro perfecto,ellos/ellas,hido
3,ES,Subjuntivo,Subjuntivo presente,yo,haga
3,ES,Subjuntivo,Subjuntivo presente,tú,hagas
3,ES,Subjuntivo,Subjuntivo presente,él/ella,haga
3,ES,Subjuntivo,Subjuntivo presente,nosotros,hagamos
3,ES,Subjuntivo,Subjuntivo presente,vosotros,hagáis
3,ES,Subjuntivo,Subjuntivo presente,ellos/ellas,hagan
3,ES,Subjuntivo,Subjuntivo pretérito perfecto,yo,hecho
3,ES,Subjuntivo,Subjuntivo pretérito perfecto,tú,hecho
3,ES,Subjuntivo,Subjuntivo pretérito perfecto,él/ella,hecho
3,ES,Subjuntivo,Subjuntivo pretérito perfecto,nosotros,hecho
3,ES,Subjuntivo,Subjuntivo pretérito perfecto,vosotros,hecho
3,ES,Subjuntivo,Subjuntivo pretérito perfecto,ellos/ellas,hecho
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,yo,hiciera
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,tú,hicieras
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,él/ella,hiciera
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,nosotros,hiciéramos
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,vosotros,hicierais
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,ellos/ellas,hicieran
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,yo,hecho
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,tú,hecho
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,él/ella,hecho
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,nosotros,hecho
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,vosotros,hecho
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,ellos/ellas,hecho
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,yo,hiciese
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,tú,hicieses
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,él/ella,hiciese
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,nosotros,hiciésemos
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,vosotros,hicieseis
3,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,ellos/ellas,hiciesen
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,yo,hecho
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,tú,hecho
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,él/ella,hecho
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,nosotros,hecho
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,vosotros,hecho
3,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,ellos/ellas,hecho
3,ES,Subjuntivo,Subjuntivo futuro,yo,hiciere
3,ES,Subjuntivo,Subjuntivo futuro,tú,hicieres
3,ES,Subjuntivo,Subjuntivo futuro,él/ella,hiciere
3,ES,Subjuntivo,Subjuntivo futuro,nosotros,hiciéremos
3,ES,Subjuntivo,Subjuntivo futuro,vosotros,hiciereis
3,ES,Subjuntivo,Subjuntivo futuro,ellos/ellas,hicieren
3,ES,Subjuntivo,Subjuntivo futuro perfecto,yo,hecho
3,ES,Subjuntivo,Subjuntivo futuro perfecto,tú,hecho
3,ES,Subjuntivo,Subjuntivo futuro perfecto,él/ella,hecho
3,ES,Subjuntivo,Subjuntivo futuro perfecto,nosotros,hecho
3,ES,Subjuntivo,Subjuntivo futuro perfecto,vosotros,hecho
3,ES,Subjuntivo,Subjuntivo futuro perfecto,ellos/ellas,hecho
3,ES,Imperativo,Imperativo,tú,haz
3,ES,Imperativo,Imperativo,él/ella,haga
3,ES,Imperativo,Imperativo,nosotros,hagamos
3,ES,Imperativo,Imperativo,vosotros,haced
3,ES,Imperativo,Imperativo,ellos/ellas,hagan
3,ES,Imperativo,Imperativo,tú no,hagas
3,ES,Imperativo,Imperativo,él/ella no,haga
3,ES,Imperativo,Imperativo,nosotros no,hagamos
3,ES,Imperativo,Imperativo,vosotros no,hagáis
3,ES,Imperativo,Imperativo,ellos/ellas no,hagan
3,ES,Condicional,Condicional,yo,haría
3,ES,Condicional,Condicional,tú,harías
3,ES,Condicional,Condicional,él/ella,haría
3,ES,Condicional,Condicional,nosotros,haríamos
3,ES,Condicional,Condicional,vosotros,haríais
3,ES,Condicional,Condicional,ellos/ellas,harían
3,ES,Condicional,perfecto,yo,hecho
3,ES,Condicional,perfecto,tú,hecho
3,ES,Condicional,perfecto,él/ella,hecho
3,ES,Condicional,perfecto,nosotros,hecho
3,ES,Condicional,perfecto,vosotros,hecho
3,ES,Condicional,perfecto,ellos/ellas,hecho
3,ES,Infinitivo,Infinitivo,,hacer
3,ES,Gerundio,Gerundio,,haciendo
3,ES,Participo,Participo,,hecho
4,FR,Infinitif,Infinitif,,dire
4,FR,Indicatif,présent,je,dis
4,FR,Indicatif,présent,tu,dis
4,FR,Indicatif,présent,"il (elle, on)",dit
4,FR,Indicatif,présent,nous,disons
4,FR,Indicatif,présent,vous,dites
4,FR,Indicatif,présent,ils (elles),disent
4,FR,Indicatif,imparfait,je,disais
4,FR,Indicatif,imparfait,tu,disais
4,FR,Indicatif,imparfait,"il (elle, on)",disait
4,FR,Indicatif,imparfait,nous,disions
4,FR,Indicatif,imparfait,vous,disiez
4,FR,Indicatif,imparfait,ils (elles),disaient
4,FR,Indicatif,futur,je,dirai
4,FR,Indicatif,futur,tu,diras
4,FR,Indicatif,futur,"il (elle, on)",dira
4,FR,Indicatif,futur,nous,dirons
4,FR,Indicatif,futur,vous,direz
4,FR,Indicatif,futur,ils (elles),diront
4,FR,Indicatif,passé simple,je,dis
4,FR,Indicatif,passé simple,tu,dis
4,FR,Indicatif,passé simple,"il (elle, on)",dit
4,FR,Indicatif,passé simple,nous,dîmes
4,FR,Indicatif,passé simple,vous,dîtes
4,FR,Indicatif,passé simple,ils (elles),dirent
4,FR,Conditionnel,Conditionnel présent,je,dirais
4,FR,Conditionnel,Conditionnel présent,tu,dirais
4,FR,Conditionnel,Conditionnel présent,"il (elle, on)",dirait
4,FR,Conditionnel,Conditionnel présent,nous,dirions
4,FR,Conditionnel,Conditionnel présent,vous,diriez
4,FR,Conditionnel,Conditionnel présent,ils (elles),diraient
4,FR,Subjonctif,Subjonctif présent,je,dise
4,FR,Subjonctif,Subjonctif présent,tu,dises
4,FR,Subjonctif,Subjonctif présent,"il (elle, on)",dise
4,FR,Subjonctif,Subjonctif présent,nous,disions
4,FR,Subjonctif,Subjonctif présent,vous,disiez
4,FR,Subjonctif,Subjonctif présent,ils (elles),disent
4,FR,Subjonctif,Subjonctif imparfait,je,disse
4,FR,Subjonctif,Subjonctif imparfait,tu,disses
4,FR,Subjonctif,Subjonctif imparfait,"il (elle, on)",dît
4,FR,Subjonctif,Subjonctif imparfait,nous,dissions
4,FR,Subjonctif,Subjonctif imparfait,vous,dissiez
4,FR,Subjonctif,Subjonctif imparfait,ils (elles),dissent
4,FR,Imperatif,Impératif,,dites
4,FR,Participe,Participe présent,,disant
4,FR,Participe,Participe passé,masculin singulier,dit
4,FR,Participe,Participe passé,masculin pluriel,dits
4,FR,Participe,Participe passé,feminin singulier,dite
4,FR,Participe,Participe passé,feminin pluriel,dites
4,FR,Indicatif,Passé composé,je,j'ai dit
4,FR,Indicatif,Passé composé,tu,as dit
4,FR,Indicatif,Passé composé,"il (elle, on)",a dit
4,FR,Indicatif,Passé composé,nous,avons dit
4,FR,Indicatif,Passé composé,vous,avez dit
4,FR,Indicatif,Passé composé,ils (elles),ont dit
4,ES,Indicativo,Imperfecto,tú,dí
4,ES,Indicativo,Imperfecto,él/ella,días
4,ES,Indicativo,Imperfecto,vosotros,dió
4,ES,Indicativo,Imperfecto,ellos/ellas,díamos
4,ES,Indicativo,Pretérito pluscuamperfecto,yo,dido
4,ES,Indicativo,Pretérito pluscuamperfecto,tú,dido
4,ES,Indicativo,Pretérito pluscuamperfecto,él/ella,dido
4,ES,Indicativo,Pretérito pluscuamperfecto,nosotros,dido
4,ES,Indicativo,Pretérito pluscuamperfecto,vosotros,dido
4,ES,Indicativo,Pretérito pluscuamperfecto,ellos/ellas,dido
4,ES,Indicativo,Presente,yo,digo
4,ES,Indicativo,Presente,tú,dices
4,ES,Indicativo,Presente,él/ella,dice
4,ES,Indicativo,Presente,nosotros,decimos
4,ES,Indicativo,Presente,vosotros,decís
4,ES,Indicativo,Presente,ellos/ellas,dicen
4,ES,Indicativo,pretérito perfecto compuesto,yo,dicho
4,ES,Indicativo,pretérito perfecto compuesto,tú,dicho
4,ES,Indicativo,pretérito perfecto compuesto,él/ella,dicho
4,ES,Indicativo,pretérito perfecto compuesto,nosotros,dicho
4,ES,Indicativo,pretérito perfecto compuesto,vosotros,dicho
4,ES,Indicativo,pretérito perfecto compuesto,ellos/ellas,dicho
4,ES,Indicativo,Imperfecto,yo,decía
4,ES,Indicativo,Imperfecto,tú,decías
4,ES,Indicativo,Imperfecto,él/ella,decía
4,ES,Indicativo,Imperfecto,nosotros,decíamos
4,ES,Indicativo,Imperfecto,vosotros,decíais
4,ES,Indicativo,Imperfecto,ellos/ellas,decían
4,ES,Indicativo,pretérito pluscuamperfecto,yo,dicho
4,ES,Indicativo,pretérito pluscuamperfecto,tú,dicho
4,ES,Indicativo,pretérito pluscuamperfecto,él/ella,dicho
4,ES,Indicativo,pretérito pluscuamperfecto,nosotros,dicho
4,ES,Indicativo,pretérito pluscuamperfecto,vosotros,dicho
4,ES,Indicativo,pretérito pluscuamperfecto,ellos/ellas,dicho
4,ES,Indicativo,Pretérito indefinido,yo,dije
4,ES,Indicativo,Pretérito indefinido,tú,dijiste
4,ES,Indicativo,Pretérito indefinido,él/ella,dijo
4,ES,Indicativo,Pretérito indefinido,nosotros,dijimos
4,ES,Indicativo,Pretérito indefinido,vosotros,dijisteis
4,ES,Indicativo,Pretérito indefinido,ellos/ellas,dijeron
4,ES,Indicativo,pretérito anterior,yo,dicho
4,ES,Indicativo,pretérito anterior,tú,dicho
4,ES,Indicativo,pretérito anterior,él/ella,dicho
4,ES,Indicativo,pretérito anterior,nosotros,dicho
4,ES,Indicativo,pretérito anterior,vosotros,dicho
4,ES,Indicativo,pretérito anterior,ellos/ellas,dicho
4,ES,Indicativo,Futuro,yo,diré
4,ES,Indicativo,Futuro,tú,dirás
4,ES,Indicativo,Futuro,él/ella,dirá
4,ES,Indicativo,Futuro,nosotros,diremos
4,ES,Indicativo,Futuro,vosotros,diréis
4,ES,Indicativo,Futuro,ellos/ellas,dirán
4,ES,Indicativo,futuro perfecto,yo,dicho
4,ES,Indicativo,futuro perfecto,tú,dicho
4,ES,Indicativo,futuro perfecto,él/ella,dicho
4,ES,Indicativo,futuro perfecto,nosotros,dicho
4,ES,Indicativo,futuro perfecto,vosotros,dicho
4,ES,Indicativo,futuro perfecto,ellos/ellas,dicho
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,tú,diese
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,él/ella,dieras
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,vosotros,diese
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,ellos/ellas,diéramos
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,yo,dido
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,tú,dido
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,él/ella,dido
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,nosotros,dido
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,vosotros,dido
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,ellos/ellas,dido
4,ES,Subjuntivo,Subjuntivo futuro,yo,diré
4,ES,Subjuntivo,Subjuntivo futuro,tú,diría
4,ES,Subjuntivo,Subjuntivo futuro,él/ella,dieres
4,ES,Subjuntivo,Subjuntivo futuro,nosotros,dirá
4,ES,Subjuntivo,Subjuntivo futuro,vosotros,diría
4,ES,Subjuntivo,Subjuntivo futuro,ellos/ellas,diéremos
4,ES,Subjuntivo,Subjuntivo futuro perfecto,yo,dido
4,ES,Subjuntivo,Subjuntivo futuro perfecto,tú,dido
4,ES,Subjuntivo,Subjuntivo futuro perfecto,él/ella,dido
4,ES,Subjuntivo,Subjuntivo futuro perfecto,nosotros,dido
4,ES,Subjuntivo,Subjuntivo futuro perfecto,vosotros,dido
4,ES,Subjuntivo,Subjuntivo futuro perfecto,ellos/ellas,dido
4,ES,Subjuntivo,Subjuntivo presente,yo,diga
4,ES,Subjuntivo,Subjuntivo presente,tú,digas
4,ES,Subjuntivo,Subjuntivo presente,él/ella,diga
4,ES,Subjuntivo,Subjuntivo presente,nosotros,digamos
4,ES,Subjuntivo,Subjuntivo presente,vosotros,digáis
4,ES,Subjuntivo,Subjuntivo presente,ellos/ellas,digan
4,ES,Subjuntivo,Subjuntivo pretérito perfecto,yo,dicho
4,ES,Subjuntivo,Subjuntivo pretérito perfecto,tú,dicho
4,ES,Subjuntivo,Subjuntivo pretérito perfecto,él/ella,dicho
4,ES,Subjuntivo,Subjuntivo pretérito perfecto,nosotros,dicho
4,ES,Subjuntivo,Subjuntivo pretérito perfecto,vosotros,dicho
4,ES,Subjuntivo,Subjuntivo pretérito perfecto,ellos/ellas,dicho
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,yo,dijera
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,tú,dijeras
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,él/ella,dijera
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,nosotros,dijéramos
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,vosotros,dijerais
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 1,ellos/ellas,dijeran
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,yo,dicho
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,tú,dicho
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,él/ella,dicho
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,nosotros,dicho
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,vosotros,dicho
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 1,ellos/ellas,dicho
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,yo,dijese
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,tú,dijeses
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,él/ella,dijese
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,nosotros,dijésemos
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,vosotros,dijeseis
4,ES,Subjuntivo,Subjuntivo pretérito imperfecto 2,ellos/ellas,dijesen
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,yo,dicho
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,tú,dicho
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,él/ella,dicho
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,nosotros,dicho
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,vosotros,dicho
4,ES,Subjuntivo,Subjuntivo pretérito pluscuamperfecto 2,ellos/ellas,dicho
4,ES,Subjuntivo,Subjuntivo futuro,yo,dijere
4,ES,Subjuntivo,Subjuntivo futuro,tú,dijeres
4,ES,Subjuntivo,Subjuntivo futuro,él/ella,dijere
4,ES,Subjuntivo,Subjuntivo futuro,nosotros,dijéremos
4,ES,Subjuntivo,Subjuntivo futuro,vosotros,dijereis
4,ES,Subjuntivo,Subjuntivo futuro,ellos/ellas,dijeren
4,ES,Subjuntivo,Subjuntivo futuro perfecto,yo,dicho
4,ES,Subjuntivo,Subjuntivo futuro perfecto,tú,dicho
4,ES,Subjuntivo,Subjuntivo futuro perfecto,él/ella,dicho
4,ES,Subjuntivo,Subjuntivo futuro perfecto,nosotros,dicho
4,ES,Subjuntivo,Subjuntivo futuro perfecto,vosotros,dicho
4,ES,Subjuntivo,Subjuntivo futuro perfecto,ellos/ellas,dicho
4,ES,Imperativo,Imperativo,tú,di
4,ES,Imperativo,Imperativo,él/ella,diga
4,ES,Imperativo,Imperativo,nosotros,digamos
4,ES,Imperativo,Imperativo,vosotros,decid
4,ES,Imperativo,Imperativo,ellos/ellas,digan
4,ES,Imperativo,Imperativo,tú no,digas
4,ES,Imperativo,Imperativo,él/ella no,diga
4,ES,Imperativo,Imperativo,nosotros no,digamos
4,ES,Imperativo,Imperativo,vosotros no,digáis
4,ES,Imperativo,Imperativo,ellos/ellas no,digan
4,ES,Condicional,Condicional,yo,diría
4,ES,Condicional,Condicional,tú,dirías
4,ES,Condicional,Condicional,él/ella,diría
4,ES,Condicional,Condicional,nosotros,diríamos
4,ES,Condicional,Condicional,vosotros,diríais
4,ES,Condicional,Condicional,ellos/ellas,dirían
4,ES,Condicional,perfecto,yo,dicho
4,ES,Condicional,perfecto,tú,dicho
4,ES,Condicional,perfecto,él/ella,dicho
4,ES,Condicional,perfecto,nosotros,dicho
4,ES,Condicional,perfecto,vosotros,dicho
4,ES,Condicional,perfecto,ellos/ellas,dicho
4,ES,Infinitivo,Infinitivo,,decir
4,ES,Gerundio,Gerundio,,diciendo
4,ES,Participo,Participo,,dicho
5,FR,Infinitif,Infinitif,,voir
5,FR,Indicatif,présent,je,vois
5,FR,Indicatif,présent,tu,vois
5,FR,Indicatif,présent,"il (elle, on)",voit
5,FR,Indicatif,présent,nous,voyons
5,FR,Indicatif,présent,vous,voyez
5,FR,Indicatif,présent,ils (elles),voient
5,FR,Indicatif,imparfait,je,voyais
5,FR,Indicatif,imparfait,tu,voyais
5,FR,Indicatif,imparfait,"il (elle, on)",voyait
5,FR,Indicatif,imparfait,nous,voyions
5,FR,Indicatif,imparfait,vous,voyiez
5,FR,Indicatif,imparfait,ils (elles),voyaient
5,FR,Indicatif,futur,je,verrai
5,FR,Indicatif,futur,tu,verras
5,FR,Indicatif,futur,"il (elle, on)",verra
5,FR,Indicatif,futur,nous,verrons
5,FR,Indicatif,futur,vous,verrez
5,FR,Indicatif,futur,ils (elles),verront
5,FR,Indicatif,passé simple,je,vis
5,FR,Indicatif,passé simple,tu,vis
5,FR,Indicatif,passé simple,"il (elle, on)",vit
5,FR,Indicatif,passé simple,nous,vîmes
5,FR,Indicatif,passé simple,vous,vîtes
5,FR,Indicatif,passé simple,ils (elles),virent
5,FR,Conditionnel,Conditionnel présent,je,verrais
5,FR,Conditionnel,Conditionnel présent,tu,verrais
5,FR,Conditionnel,Conditionnel présent,"il (elle, on)",verrait
5,FR,Conditionnel,Conditionnel présent,nous,verrions
5,FR,Conditionnel,Conditionnel présent,vous,verriez
5,FR,Conditionnel,Conditionnel présent,ils (elles),verraient
5,FR,Subjonctif,Subjonctif présent,je,voie
5,FR,Subjonctif,Subjonctif présent,tu,voies
5,FR,Subjonctif,Subjonctif présent,"il (elle, on)",voie
5,FR,Subjonctif,Subjonctif présent,nous,voyions
5,FR,Subjonctif,Subjonctif présent,vous,voyiez
5,FR,Subjonctif,Subjonctif présent,ils (elles),voient
5,FR,Subjonctif,Subjonctif imparfait,je,visse
5,FR,Subjonctif,Subjonctif imparfait,tu,visses
5,FR,Subjonctif,Subjonctif imparfait,"il (elle, on)",vît
5,FR,Subjonctif,Subjonctif imparfait,nous,vissions
5,FR,Subjonctif,Subjonctif imparfait,vous,vissiez
5,FR,Subjonctif,Subjonctif imparfait,ils (elles),vissent
5,FR,Imperatif,Impératif,,voyez
5,FR,Participe,Participe présent,,voyant
5,FR,Participe,Participe passé,masculin singulier,vu
5,FR,Participe,Participe passé,masculin pluriel,vus
5,FR,Participe,Participe passé,feminin singulier,vue
5,FR,Participe,Participe passé,feminin pluriel,vues
5,FR,Indicatif,Passé composé,je,j'ai vu
5,FR,Indicatif,Passé composé,tu,as vu
5,FR,Indicatif,Passé composé,"il (elle, on)",a vu
5,FR,Indicatif,Passé composé,nous,avons vu
5,FR,Indicatif,Passé composé,vous,avez vu
5,FR,Indicatif,Passé composé,ils (elles),ont vu
5,ES,Indicativo,Imperfecto,yo,vuelo
5,ES,Indicativo,Imperfecto,él/ella,volías
5,ES,Indicativo,Imperfecto,nosotros,vuele
5,ES,Indicativo,Imperfecto,ellos/ellas,volíamos
5,ES,Indicativo,Pretérito pluscuamperfecto,yo,vido
5,ES,Indicativo,Pretérito pluscuamperfecto,tú,vido
5,ES,Indicativo,Pretérito pluscuamperfecto,él/ella,vido
5,ES,Indicativo,Pretérito pluscuamperfecto,nosotros,vido
5,ES,Indicativo,Pretérito pluscuamperfecto,vosotros,vido
5,ES,Indicativo,Pretérito pluscuamperfecto,ellos/ellas,vido
5,ES,Indicativo,Presente,yo,veo
5,ES,Indicativo,Presente,tú,ves
5,ES,Indicativo,Presente,él/ella,ve
5,ES,Indicativo,Presente,nosotros,vemos
5,ES,Indicativo,Presente,vosotros,veis
5,ES,Indicativo,Presente,ellos/ellas,ven
5,ES,Indicativo,pretérito perfecto compuesto,yo,visto
5,ES,Indicativo,pretérito perfecto compuesto,tú,visto
5,ES,Indicativo,pretérito perfecto compuesto,él/ella,visto
5,ES,Indicativo,pretérito perfecto compuesto,nosotros,visto
5,ES,Indicativo,pretérito perfecto compuesto,vosotros,visto
5,ES,Indicativo,pretérito perfecto compuesto,ellos/ellas,visto
5,ES,Indicativo,Imperfecto,yo,veía
5,ES,Indicativo,Imperfecto,tú,veías
5,ES,Indicativo,Imperfecto,él/ella,veía
5,ES,Indicativo,Imperfecto,nosotros,veíamos
5,ES,Indicativo,Imperfecto,vosotros,veíais
5,ES,Indicativo,Imperfecto,ellos/ellas,veían
5,ES,Indicativo,pretérito pluscuamperfecto,yo,visto
5,ES,Indicativo,pretérito pluscuamperfecto,tú,visto
5,ES,Indicativo,pretérito pluscuamperfecto,él/ella,visto
