language_code,infinitive,mood,tense,pronoun,conjugated_form,batch,review_status,source_note
FR,vivre,Subjonctif,Subjonctif imparfait,ils (elles),vécussent,1,reviewed,irregular past stem; QA recommended
FR,laisser,Indicatif,Présent,je,laisse,1,reviewed,
FR,laisser,Indicatif,Présent,tu,laisses,1,reviewed,
FR,laisser,Indicatif,Présent,"il (elle, on)",laisse,1,reviewed,
FR,laisser,Indicatif,Présent,nous,laissons,1,reviewed,
FR,laisser,Indicatif,Présent,vous,laissez,1,reviewed,
FR,laisser,Indicatif,Présent,ils (elles),laissent,1,reviewed,
FR,laisser,Indicatif,Futur,je,laisserai,1,reviewed,
FR,laisser,Indicatif,Futur,tu,laisseras,1,reviewed,
FR,laisser,Indicatif,Futur,"il (elle, on)",laissera,1,reviewed,
FR,laisser,Indicatif,Futur,nous,laisserons,1,reviewed,
FR,laisser,Indicatif,Futur,vous,laisserez,1,reviewed,
FR,laisser,Indicatif,Futur,ils (elles),laisseront,1,reviewed,
FR,laisser,Indicatif,Passé composé,je,ai laissé,1,reviewed,
FR,laisser,Indicatif,Passé composé,tu,as laissé,1,reviewed,
FR,laisser,Indicatif,Passé composé,"il (elle, on)",a laissé,1,reviewed,
FR,laisser,Indicatif,Passé composé,nous,avons laissé,1,reviewed,
FR,laisser,Indicatif,Passé composé,vous,avez laissé,1,reviewed,
FR,laisser,Indicatif,Passé composé,ils (elles),ont laissé,1,reviewed,
FR,laisser,Indicatif,Imparfait,je,laissais,1,reviewed,
FR,laisser,Indicatif,Imparfait,tu,laissais,1,reviewed,
FR,laisser,Indicatif,Imparfait,"il (elle, on)",laissait,1,reviewed,
FR,laisser,Indicatif,Imparfait,nous,laissions,1,reviewed,
FR,laisser,Indicatif,Imparfait,vous,laissiez,1,reviewed,
FR,laisser,Indicatif,Imparfait,ils (elles),laissaient,1,reviewed,
FR,laisser,Conditionnel,Conditionnel présent,je,laisserais,1,reviewed,
FR,laisser,Conditionnel,Conditionnel présent,tu,laisserais,1,reviewed,
FR,laisser,Conditionnel,Conditionnel présent,"il (elle, on)",laisserait,1,reviewed,
FR,laisser,Conditionnel,Conditionnel présent,nous,laisserions,1,reviewed,
FR,laisser,Conditionnel,Conditionnel présent,vous,laisseriez,1,reviewed,
FR,laisser,Conditionnel,Conditionnel présent,ils (elles),laisseraient,1,reviewed,
FR,laisser,Impératif,Impératif,je,-,1,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,laisser,Impératif,Impératif,tu,laisse,1,reviewed,
FR,laisser,Impératif,Impératif,"il (elle, on)",-,1,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,laisser,Impératif,Impératif,nous,laissons,1,reviewed,
FR,laisser,Impératif,Impératif,vous,laissez,1,reviewed,
FR,laisser,Impératif,Impératif,ils (elles),-,1,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,laisser,Subjonctif,Subjonctif présent,je,laisse,1,reviewed,
FR,laisser,Subjonctif,Subjonctif présent,tu,laisses,1,reviewed,
FR,laisser,Subjonctif,Subjonctif présent,"il (elle, on)",laisse,1,reviewed,
FR,laisser,Subjonctif,Subjonctif présent,nous,laissions,1,reviewed,
FR,laisser,Subjonctif,Subjonctif présent,vous,laissiez,1,reviewed,
FR,laisser,Subjonctif,Subjonctif présent,ils (elles),laissent,1,reviewed,
FR,laisser,Indicatif,Passé Simple,je,laissai,1,reviewed,
FR,laisser,Indicatif,Passé Simple,tu,laissas,1,reviewed,
FR,laisser,Indicatif,Passé Simple,"il (elle, on)",laissa,1,reviewed,
FR,laisser,Indicatif,Passé Simple,nous,laissâmes,1,reviewed,
FR,laisser,Indicatif,Passé Simple,vous,laissâtes,1,reviewed,
FR,laisser,Indicatif,Passé Simple,ils (elles),laissèrent,1,reviewed,
FR,laisser,Subjonctif,Subjonctif imparfait,je,laissasse,1,reviewed,
FR,laisser,Subjonctif,Subjonctif imparfait,tu,laissasses,1,reviewed,
FR,laisser,Subjonctif,Subjonctif imparfait,"il (elle, on)",laissât,1,reviewed,
FR,laisser,Subjonctif,Subjonctif imparfait,nous,laissassions,1,reviewed,
FR,laisser,Subjonctif,Subjonctif imparfait,vous,laissassiez,1,reviewed,
FR,laisser,Subjonctif,Subjonctif imparfait,ils (elles),laissassent,1,reviewed,
FR,rendre,Indicatif,Présent,je,rends,1,reviewed,
FR,rendre,Indicatif,Présent,tu,rends,1,reviewed,
FR,rendre,Indicatif,Présent,"il (elle, on)",rend,1,reviewed,
FR,rendre,Indicatif,Présent,nous,rendons,1,reviewed,
FR,rendre,Indicatif,Présent,vous,rendez,1,reviewed,
FR,rendre,Indicatif,Présent,ils (elles),rendent,1,reviewed,
FR,rendre,Indicatif,Futur,je,rendrai,1,reviewed,
FR,rendre,Indicatif,Futur,tu,rendras,1,reviewed,
FR,rendre,Indicatif,Futur,"il (elle, on)",rendra,1,reviewed,
FR,rendre,Indicatif,Futur,nous,rendrons,1,reviewed,
FR,rendre,Indicatif,Futur,vous,rendrez,1,reviewed,
FR,rendre,Indicatif,Futur,ils (elles),rendront,1,reviewed,
FR,rendre,Indicatif,Passé composé,je,ai rendu,1,reviewed,
FR,rendre,Indicatif,Passé composé,tu,as rendu,1,reviewed,
FR,rendre,Indicatif,Passé composé,"il (elle, on)",a rendu,1,reviewed,
FR,rendre,Indicatif,Passé composé,nous,avons rendu,1,reviewed,
FR,rendre,Indicatif,Passé composé,vous,avez rendu,1,reviewed,
FR,rendre,Indicatif,Passé composé,ils (elles),ont rendu,1,reviewed,
FR,rendre,Indicatif,Imparfait,je,rendais,1,reviewed,
FR,rendre,Indicatif,Imparfait,tu,rendais,1,reviewed,
FR,rendre,Indicatif,Imparfait,"il (elle, on)",rendait,1,reviewed,
FR,rendre,Indicatif,Imparfait,nous,rendions,1,reviewed,
FR,rendre,Indicatif,Imparfait,vous,rendiez,1,reviewed,
FR,rendre,Indicatif,Imparfait,ils (elles),rendaient,1,reviewed,
FR,rendre,Conditionnel,Conditionnel présent,je,rendrais,1,reviewed,
FR,rendre,Conditionnel,Conditionnel présent,tu,rendrais,1,reviewed,
FR,rendre,Conditionnel,Conditionnel présent,"il (elle, on)",rendrait,1,reviewed,
FR,rendre,Conditionnel,Conditionnel présent,nous,rendrions,1,reviewed,
FR,rendre,Conditionnel,Conditionnel présent,vous,rendriez,1,reviewed,
FR,rendre,Conditionnel,Conditionnel présent,ils (elles),rendraient,1,reviewed,
FR,rendre,Impératif,Impératif,je,-,1,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,rendre,Impératif,Impératif,tu,rends,1,reviewed,
FR,rendre,Impératif,Impératif,"il (elle, on)",-,1,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,rendre,Impératif,Impératif,nous,rendons,1,reviewed,
FR,rendre,Impératif,Impératif,vous,rendez,1,reviewed,
FR,rendre,Impératif,Impératif,ils (elles),-,1,reviewed,French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,rendre,Subjonctif,Subjonctif présent,je,rende,1,reviewed,
FR,rendre,Subjonctif,Subjonctif présent,tu,rendes,1,reviewed,
FR,rendre,Subjonctif,Subjonctif présent,"il (elle, on)",rende,1,reviewed,
FR,rendre,Subjonctif,Subjonctif présent,nous,rendions,1,reviewed,
FR,rendre,Subjonctif,Subjonctif présent,vous,rendiez,1,reviewed,
FR,rendre,Subjonctif,Subjonctif présent,ils (elles),rendent,1,reviewed,
FR,rendre,Indicatif,Passé Simple,je,rendis,1,reviewed,
FR,rendre,Indicatif,Passé Simple,tu,rendis,1,reviewed,
FR,rendre,Indicatif,Passé Simple,"il (elle, on)",rendit,1,reviewed,
FR,rendre,Indicatif,Passé Simple,nous,rendîmes,1,reviewed,
FR,rendre,Indicatif,Passé Simple,vous,rendîtes,1,reviewed,
FR,rendre,Indicatif,Passé Simple,ils (elles),rendirent,1,reviewed,
FR,rendre,Subjonctif,Subjonctif imparfait,je,rendisse,1,reviewed,
FR,rendre,Subjonctif,Subjonctif imparfait,tu,rendisses,1,reviewed,
FR,rendre,Subjonctif,Subjonctif imparfait,"il (elle, on)",rendît,1,reviewed,
FR,rendre,Subjonctif,Subjonctif imparfait,nous,rendissions,1,reviewed,
FR,rendre,Subjonctif,Subjonctif imparfait,vous,rendissiez,1,reviewed,
FR,rendre,Subjonctif,Subjonctif imparfait,ils (elles),rendissent,1,reviewed,
FR,sourire,Indicatif,Présent,je,souris,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Présent,tu,souris,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Présent,"il (elle, on)",sourit,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Présent,nous,sourions,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Présent,vous,souriez,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Présent,ils (elles),sourient,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Futur,je,sourirai,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Futur,tu,souriras,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Futur,"il (elle, on)",sourira,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Futur,nous,sourirons,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Futur,vous,sourirez,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Futur,ils (elles),souriront,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé composé,je,ai souri,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé composé,tu,as souri,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé composé,"il (elle, on)",a souri,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé composé,nous,avons souri,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé composé,vous,avez souri,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé composé,ils (elles),ont souri,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Imparfait,je,souriais,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Imparfait,tu,souriais,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Imparfait,"il (elle, on)",souriait,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Imparfait,nous,souriions,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Imparfait,vous,souriiez,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Imparfait,ils (elles),souriaient,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Conditionnel,Conditionnel présent,je,sourirais,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Conditionnel,Conditionnel présent,tu,sourirais,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Conditionnel,Conditionnel présent,"il (elle, on)",sourirait,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Conditionnel,Conditionnel présent,nous,souririons,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Conditionnel,Conditionnel présent,vous,souririez,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Conditionnel,Conditionnel présent,ils (elles),souriraient,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Impératif,Impératif,je,-,1,reviewed,accent-sensitive paradigm; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,sourire,Impératif,Impératif,tu,souris,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Impératif,Impératif,"il (elle, on)",-,1,reviewed,accent-sensitive paradigm; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,sourire,Impératif,Impératif,nous,sourions,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Impératif,Impératif,vous,souriez,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Impératif,Impératif,ils (elles),-,1,reviewed,accent-sensitive paradigm; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,sourire,Subjonctif,Subjonctif présent,je,sourie,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif présent,tu,souries,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif présent,"il (elle, on)",sourie,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif présent,nous,souriions,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif présent,vous,souriiez,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif présent,ils (elles),sourient,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé Simple,je,souris,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé Simple,tu,souris,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé Simple,"il (elle, on)",sourit,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé Simple,nous,sourîmes,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé Simple,vous,sourîtes,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Indicatif,Passé Simple,ils (elles),sourirent,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif imparfait,je,sourisse,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif imparfait,tu,sourisses,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif imparfait,"il (elle, on)",sourît,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif imparfait,nous,sourissions,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif imparfait,vous,sourissiez,1,reviewed,accent-sensitive paradigm; QA recommended
FR,sourire,Subjonctif,Subjonctif imparfait,ils (elles),sourissent,1,reviewed,accent-sensitive paradigm; QA recommended
FR,venir,Indicatif,Présent,je,viens,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Présent,tu,viens,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Présent,"il (elle, on)",vient,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Présent,nous,venons,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Présent,vous,venez,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Présent,ils (elles),viennent,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Futur,je,viendrai,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Futur,tu,viendras,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Futur,"il (elle, on)",viendra,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Futur,nous,viendrons,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Futur,vous,viendrez,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Futur,ils (elles),viendront,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé composé,je,suis venu(e),1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé composé,tu,es venu(e),1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé composé,"il (elle, on)",est venu(e),1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé composé,nous,sommes venu(e)s,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé composé,vous,êtes venu(e)(s),1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé composé,ils (elles),sont venu(e)s,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Imparfait,je,venais,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Imparfait,tu,venais,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Imparfait,"il (elle, on)",venait,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Imparfait,nous,venions,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Imparfait,vous,veniez,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Imparfait,ils (elles),venaient,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Conditionnel,Conditionnel présent,je,viendrais,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Conditionnel,Conditionnel présent,tu,viendrais,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Conditionnel,Conditionnel présent,"il (elle, on)",viendrait,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Conditionnel,Conditionnel présent,nous,viendrions,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Conditionnel,Conditionnel présent,vous,viendriez,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Conditionnel,Conditionnel présent,ils (elles),viendraient,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Impératif,Impératif,je,-,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,venir,Impératif,Impératif,tu,viens,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Impératif,Impératif,"il (elle, on)",-,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,venir,Impératif,Impératif,nous,venons,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Impératif,Impératif,vous,venez,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Impératif,Impératif,ils (elles),-,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,venir,Subjonctif,Subjonctif présent,je,vienne,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif présent,tu,viennes,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif présent,"il (elle, on)",vienne,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif présent,nous,venions,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif présent,vous,veniez,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif présent,ils (elles),viennent,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé Simple,je,vins,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé Simple,tu,vins,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé Simple,"il (elle, on)",vint,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé Simple,nous,vînmes,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé Simple,vous,vîntes,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Indicatif,Passé Simple,ils (elles),vinrent,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif imparfait,je,vinsse,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif imparfait,tu,vinsses,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif imparfait,"il (elle, on)",vînt,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif imparfait,nous,vinssions,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif imparfait,vous,vinssiez,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,venir,Subjonctif,Subjonctif imparfait,ils (elles),vinssent,1,reviewed,venir-family irregular paradigm; auxiliary être retained for Passé composé; QA recommended
FR,comprendre,Indicatif,Présent,je,comprends,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Présent,tu,comprends,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Présent,"il (elle, on)",comprend,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Présent,nous,comprenons,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Présent,vous,comprenez,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Présent,ils (elles),comprennent,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Futur,je,comprendrai,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Futur,tu,comprendras,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Futur,"il (elle, on)",comprendra,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Futur,nous,comprendrons,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Futur,vous,comprendrez,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Futur,ils (elles),comprendront,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé composé,je,ai compris,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé composé,tu,as compris,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé composé,"il (elle, on)",a compris,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé composé,nous,avons compris,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé composé,vous,avez compris,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé composé,ils (elles),ont compris,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Imparfait,je,comprenais,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Imparfait,tu,comprenais,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Imparfait,"il (elle, on)",comprenait,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Imparfait,nous,comprenions,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Imparfait,vous,compreniez,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Imparfait,ils (elles),comprenaient,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Conditionnel,Conditionnel présent,je,comprendrais,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Conditionnel,Conditionnel présent,tu,comprendrais,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Conditionnel,Conditionnel présent,"il (elle, on)",comprendrait,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Conditionnel,Conditionnel présent,nous,comprendrions,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Conditionnel,Conditionnel présent,vous,comprendriez,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Conditionnel,Conditionnel présent,ils (elles),comprendraient,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Impératif,Impératif,je,-,1,reviewed,prendre-family irregular paradigm; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,comprendre,Impératif,Impératif,tu,comprends,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Impératif,Impératif,"il (elle, on)",-,1,reviewed,prendre-family irregular paradigm; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,comprendre,Impératif,Impératif,nous,comprenons,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Impératif,Impératif,vous,comprenez,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Impératif,Impératif,ils (elles),-,1,reviewed,prendre-family irregular paradigm; QA recommended; French imperative only uses tu / nous / vous; placeholder - used for unsupported slot
FR,comprendre,Subjonctif,Subjonctif présent,je,comprenne,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Subjonctif,Subjonctif présent,tu,comprennes,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Subjonctif,Subjonctif présent,"il (elle, on)",comprenne,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Subjonctif,Subjonctif présent,nous,comprenions,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Subjonctif,Subjonctif présent,vous,compreniez,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Subjonctif,Subjonctif présent,ils (elles),comprennent,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé Simple,je,compris,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé Simple,tu,compris,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé Simple,"il (elle, on)",comprit,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé Simple,nous,comprîmes,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé Simple,vous,comprîtes,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Indicatif,Passé Simple,ils (elles),comprirent,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Subjonctif,Subjonctif imparfait,je,comprisse,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Subjonctif,Subjonctif imparfait,tu,comprisses,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Subjonctif,Subjonctif imparfait,"il (elle, on)",comprît,1,reviewed,prendre-family irregular paradigm; QA recommended
FR,comprendre,Subjonctif,Subjonctif imparfait,nous,comprissions,1,reviewed,prendre-family irregular paradigm; QA recommended
